Text	Paraphrase
Nếu bạn trốn tiết học của tôi, tôi sẽ giết bạn.	Nếu bạn bỏ qua các lớp học của tôi, tôi sẽ giết bạn.
Nếu có thắc mắc gì xin cứ hỏi tôi.	Nếu bạn có thắc mắc, đừng ngần ngại hỏi họ.
Có vẻ như bạn sẽ không làm việc hôm nay.	Có vẻ như bạn sẽ không làm việc ngày hôm nay.
Anh sẽ là chồng của con gái tôi.	Anh sẽ là con rể của tôi.
Ly bia này gần như lớn hơn bạn.	Ly bia gần như lớn hơn bạn.
Có vẻ như bạn cũng có lớp học vào thứ bảy.	Có vẻ như bạn cũng sẽ có lớp học vào thứ bảy.
Tôi đã bảo bạn đừng gọi tôi là Tom mà.	"Tôi đã nói với bạn là đừng gọi tôi là ""Tom"" mà?"
Tất nhiên nó không phải là một vấn đề nếu bạn đi.	Không có vấn đề, tất nhiên, nếu bạn đang đi.
Cô ấy trông trẻ, nhưng thực tế là cô ấy lớn tuổi hơn bạn.	Cô ấy trông trẻ, nhưng thực ra cô ấy lớn tuổi hơn bạn.
Bạn có cảm thấy rằng tất cả các chính trị gia của chúng ta đã quá già không?	Bạn không nghĩ rằng tất cả các chính trị gia của chúng tôi đã quá già?
Bạn thích đi xem phim hay đến nhà hát hơn?	Bạn có muốn đi đến rạp chiếu phim hoặc nhà hát?
Bạn không biết mình có gì cho đến khi nó biến mất.	Giá trị của một thứ được biết rõ nhất qua nhu cầu của nó.
Bạn càng lớn tuổi, việc học một ngôn ngữ càng khó khăn hơn.	Bạn càng lớn tuổi, việc học một ngôn ngữ mới càng trở nên khó khăn hơn.
Tất cả những gì bạn phải làm để chụp ảnh là nhấn nút này.	Để chụp ảnh, tất cả những gì bạn cần làm là nhấn nút này.
Bạn tuyệt đối không được cắt tranh ra khỏi sách trên tủ sách.	Không có nghĩa là bạn có thể cắt những bức tranh từ những cuốn sách trên giá sách.
Một người phụ nữ có khả năng không chú ý đến hàng trăm điều mà bạn đã làm cho cô ấy, và chỉ giải quyết một điều mà bạn chưa làm.	Phụ nữ không phải là sinh vật thừa nhận 100 điều bạn đã làm đúng, mà đúng hơn, một sinh vật không sai sót sẽ chỉ ra một điều bạn đã làm sai.
Một người phụ nữ có thể không biết hàng trăm điều bạn đã làm tốt, và chỉ chỉ ra những điều bạn đã thất bại.	Một người phụ nữ có thể không nhận thấy hàng trăm điều bạn đã làm đúng và chỉ chỉ ra một điều bạn chưa làm đúng.
Họ cung cấp thực phẩm cho các nạn nhân chiến tranh.	Họ cung cấp thức ăn cho các nạn nhân chiến tranh.
Có vẻ như họ sẽ đến Kashgar.	Có vẻ như anh ấy sẽ đến Kashgar.
Họ phá hoại chiếc BMW của tôi!	Bạn đã phá hủy chiếc BMW của tôi!
Họ không phù hợp với nhau.	Họ không đi cùng nhau tốt.
Giá sẽ tiếp tục như hiện tại.	Giá vẫn như cũ.
Họ dễ dàng thích nghi với cuộc sống ở nước ngoài.	Họ thích nghi với cuộc sống ở nước ngoài khá tốt.
Việc sản xuất ô tô này bắt đầu vào năm 1980.	Họ bắt đầu sản xuất chiếc xe này vào năm 1980.
Họ nói rằng anh ấy siêng năng.	Họ nói rằng anh ấy rất siêng năng.
Họ không sử dụng ghế hoặc bàn.	Họ không sử dụng bàn và ghế.
Họ trông hài lòng với kết quả.	Có vẻ như họ hài lòng với kết quả.
Tuyết rơi dày khiến họ phải hoãn chuyến khởi hành.	Họ hoãn khởi hành do tuyết rơi dày.
Họ đưa cho tôi một lời đề nghị mà tôi không thể từ chối.	Họ đưa cho tôi một đề nghị mà tôi không thể từ chối.
Họ nhờ anh trai giúp họ làm bài tập về nhà.	Họ nhờ anh trai giúp họ làm bài tập về nhà.
Dù là song sinh nhưng họ có ít sở thích chung.	Dù là song sinh nhưng họ không có nhiều sở thích chung.
Ở Mỹ, tôi thường bị coi là người Trung Quốc.	Ở Mỹ, họ thường nhầm tôi với người Trung Quốc.
Hóa ra ngôi nhà bị rắn Garter xâm nhập. Họ ở khắp mọi nơi!	Chúng tôi phát hiện ra rằng ngôi nhà bị nhiễm rắn thông minh hơn. Chúng ở khắp mọi nơi!
Tôi đã nói rằng tôi sẽ cảm thấy tốt hơn sau khi dùng thuốc này.	Họ nói với tôi rằng tôi sẽ cảm thấy tốt hơn một chút nếu tôi uống thuốc này.
Tôi bị muỗi đốt và chúng rất ngứa. Bạn có bất kỳ loại thuốc cho nó?	Vết muỗi đốt của tôi rất ngứa. Bạn có bất cứ điều gì tôi có thể đặt trên chúng?
Toán học đã được sử dụng để tính toán sự hình thành của Vũ trụ ngay trước và sau Vụ nổ lớn.	Họ đã sử dụng toán học để tính toán hình dạng của vũ trụ ngay trước và sau vụ nổ Big Bang.
"Tôi sẽ tự treo khăn trải giường, người hàng xóm nói. ""Không giống như là nặng như vậy."""	"Người hàng xóm nói: “Còn khăn trải giường, tôi sẽ tự treo chúng lên. ""Chúng nặng khủng khiếp."""
Có 1.000 từ tiếng Anh được viết ra trong cuốn sách từ vựng này, và tất cả chúng phải được ghi nhớ vào tháng Bảy.	Tôi muốn học tất cả một nghìn từ tiếng Anh có trong danh sách từ này trước tháng Bảy.
Không ai có thể từ chối lời mời của họ.	Không ai có thể từ chối lời mời của họ.
Tôi nghi ngờ về sự thành công của kế hoạch của họ.	Tôi có nghi ngờ nghiêm trọng về kế hoạch của họ thành công.
Mọi người cần sinh động hơn khi trình bày tác phẩm của mình.	Mọi người cần phải tràn đầy năng lượng hơn khi họ trình bày công việc của mình.
Người La Mã không muốn đế chế của họ suy tàn; nhưng nó đã làm.	Người La Mã không muốn đế chế của họ sụp đổ, nhưng nó đã xảy ra.
Vì nghèo nên họ phải làm việc chăm chỉ.	Thấy mình nghèo, họ không còn lựa chọn nào khác ngoài làm việc chăm chỉ nhất.
Bố mẹ tôi đang cãi nhau.	Bố mẹ tôi cãi nhau.
Bố mẹ tôi đang cãi nhau.	Bố tôi cãi nhau.
Ai đang làm nhiệm vụ?	Hôm nay ai trực?
Đó là con rắn cám dỗ Eve.	Chính con rắn đã cám dỗ Eva.
Ông là một nhà khoa học được mọi người kính trọng.	Đây là một nhà khoa học mà mọi người đều kính trọng.
Tôi nghĩ rằng bạn nên xin lỗi cô ấy.	Tôi nghĩ chính bạn mới là người nên xin lỗi cô ấy.
Không ai điếc hơn người không muốn nghe.	Không có sự điếc nào tồi tệ hơn sự điếc của một người không muốn nghe.
Cô ấy cạnh tranh quá mức.	Cô ấy là kiểu người thích biến mọi thứ thành một cuộc thi.
Tôi không biết nên tặng món quà này cho ai, con gái hay con trai?	Tôi không chắc nên tặng quà cho ai - con trai hay con gái?
Không phải là đẹp.	Cả hai đều không đẹp.
Tất cả đều đến từ Iceland.	Tất cả đều đến từ Iceland.
Tôi hy vọng rằng không ai trong số họ có liên quan đến vụ tai nạn giao thông.	Tôi hy vọng rằng không ai trong số họ gặp tai nạn.
Nói với họ rằng ai đó đang yêu cầu họ ở đây.	Nói với họ rằng có ai đó ở đây đang tìm kiếm họ.
Người cao hơn trong hai người ra ngoài trước.	Trong hai người họ, người cao hơn đã đi ra ngoài trước.
Không để ý đến những người xung quanh, các chàng trai lớn tiếng nói chuyện với nhau.	Những thanh niên này đang nói to với nhau và hoàn toàn không quan tâm đến những người xung quanh.
Xe của chúng tôi hết xăng sau mười phút.	Mười phút sau, xe của chúng tôi hết xăng.
Chính sách ngoại giao và chiến lược của chúng ta mâu thuẫn rõ ràng với nhau.	Chiến lược ngoại giao và chiến lược quân sự của chúng ta rõ ràng là mâu thuẫn nhau.
Bây giờ chúng tôi là vợ chồng, vì các con của chúng tôi đã kết hôn.	Vì con cái chúng tôi đã kết hôn nên giờ chúng tôi là vợ chồng.
Tôi mệt mỏi, vì vậy tôi đi thẳng vào giường.	Tôi đã rất mệt mỏi, vì vậy tôi có thể ngủ thiếp đi ngay lập tức.
Tôi sẽ không đến cho đến bốn giờ.	Tôi sẽ không đến trước bốn giờ.
Một nghệ sĩ phải có con mắt về màu sắc.	Một nghệ sĩ phải có một con mắt nhạy cảm với màu sắc.
Bạn là một chút bất lương!	Bạn là một scamp!
Bạn là một vảy!	Bạn là một scallwag!
Chó ngoan!	Bạn là một con chó tốt.
Không có chó được phép.	Chó bị cấm.
Con chó đang ngủ.	Con chó ngủ.
Algérie nằm ở Bắc Phi.	Algérie nằm ở Bắc Phi.
Bộ phim rất hay.	Đó là một bộ phim tuyệt vời.
Con chó đã bỏ đi.	Một con chó bỏ chạy.
Bạn gọi con chó của bạn là gì?	Tên con chó của bạn là gì?
Bộ phim bắt đầu.	Bộ phim đã bắt đầu.
Anh ấy là một bộ đếm thời gian cũ.	Anh ấy có một cái đầu trên vai.
Cô ấy là một chuyên gia.	Anh ấy chỉ có một mình.
Bạn là một con chó.	Bạn là một con chó.
Bạn có nuôi chó không?	Bạn có một con chó phải không?
Tôi sẽ chăm sóc con chó này.	Tôi sẽ chăm sóc con chó.
Tôi muốn có một con chó con.	Tôi muốn có một con chó.
Đây có phải là một con chó?	Đó có phải là một con chó?
Con chó này thông minh làm sao!	Thật là một con chó thông minh!
Giữ con chó ra ngoài.	Đừng để con chó vào trong.
Đừng để con chó đi vào.	Để con chó bên ngoài!
Tôi có một con chó lớn.	Tôi đã có một con chó lớn.
Một con chó là trung thành.	Chó trung thành.
Con chó có vẻ bị ốm.	Con chó dường như đã bị ốm.
Con chó trông ốm yếu.	Con chó có vẻ bị bệnh.
Con chó đang đánh hơi một cây gậy.	Con chó đánh hơi cái que.
Con chó đi qua đường.	Con chó đi qua đường.
Con chó của anh ấy nhìn chằm chằm vào anh ấy mỗi sáng khi anh ấy ăn sáng.	Mỗi sáng, khi anh ấy đang ăn sáng, con chó của anh ấy nhìn anh ấy.
Cô ấy quên cho chó ăn.	Anh quên cho chó ăn.
Tôi đã có một con chó con khi tôi còn là một cậu bé.	Tôi có một con chó nhỏ khi tôi còn nhỏ.
Alice không nhìn thấy con chó.	Alice không nhìn thấy con chó.
Đây có phải là con chó của bạn?	Đó có phải là con chó của bạn?
Đó có phải là con chó của bạn ở đằng kia?	Con chó này là của bạn à?
Tôi nên cho chó ăn bao nhiêu?	Tôi nên cho chó ăn bao nhiêu thức ăn?
Con chó là một con vật trung thành.	Chó là con vật trung thành.
Chó là loài vật trung thành.	Chó là con vật trung thành.
Một con chó cắn vào chân cô ấy.	Một con chó cắn vào chân cô ấy.
Đó là một lá cờ đẹp.	Đó là một lá cờ đẹp.
Con ngựa không có sừng; con bò và con cừu có sừng.	Ngựa không có sừng; bò và cừu có sừng.
Chi phí sinh hoạt ở Tokyo rất cao.	Chi phí sinh hoạt ở Tokyo rất cao.
Cuộc sống ở Tokyo rất đắt đỏ.	Tokyo là một thành phố đắt đỏ.
Tôi sẽ đi công tác ở Tokyo vào tuần tới.	Tôi sẽ đến Tokyo với công việc vào tuần tới.
Vì công việc của tôi, tôi sẽ ở Tokyo vào tuần tới.	Tuần tới tôi sẽ đi công tác ở Tokyo.
Achille sinh ra ở Paris vào năm 1908.	Achille sinh năm 1908 tại Paris.
Cô đến Paris để học nghệ thuật.	Cô đến Paris để học nghệ thuật.
Chúng ta phải luôn luôn thắt dây an toàn trong trường hợp chúng ta gặp tai nạn.	Chúng tôi luôn phải thắt dây an toàn phòng trường hợp gặp tai nạn.
Thật là một phép màu khi anh ấy không bị giết trong vụ tai nạn.	Thật kỳ diệu khi anh ấy sống sót sau vụ tai nạn.
Bạn phải đặt bút lên giấy.	Bạn phải đặt bút lên giấy.
Đến bảy giờ tối, đường phố ở thị trấn này vắng tanh.	Xung quanh đây, họ dọn dẹp vỉa hè lúc 7 giờ.
Cậu bé cúi chào tôi.	Cậu bé cúi chào tôi.
Chúng tôi chưa tìm thấy cậu bé.	Chúng tôi chưa tìm thấy cậu bé.
Anh ấy là người cao nhất trong tất cả các chàng trai.	Anh ấy là người cao nhất trong số các chàng trai.
Họ hỏi anh.	Họ chất vấn anh.
Tại sao bạn không mời anh ấy đến đây?	Tại sao bạn không mời cô ấy đến đây?
Chúng tôi sẽ đánh giá chúng và gửi cho bạn kết quả phát hiện của chúng tôi ngay khi có thể.	Sau khi khảo sát, chúng tôi sẽ gửi kết quả ngay.
Chương trình là vào thứ Tư.	Chương trình là thứ Tư.
Chúng ta đang ở tuần thứ hai của một đợt nắng nóng không ngớt.	Chúng tôi đang phải chịu đựng một đợt nắng nóng không thể chịu nổi trong tuần thứ hai liên tiếp.
Trong vòng hai giờ, mặt trời đã lặn.	Mặt trời sẽ lặn trong hai giờ nữa.
Mặt trời chiếu sáng vào ban ngày và mặt trăng vào ban đêm.	Mặt trời chiếu sáng ban ngày; mặt trăng trong đêm.
Nếu mặt trời tắt, tất cả các sinh vật sống sẽ chết.	Nếu mặt trời tắt, tất cả sự sống sẽ chết.
Cô ấy bị mất chiếc đồng hồ mới của mình.	Anh ấy bị mất chiếc đồng hồ mới của mình.
Anh ấy bị mất một chiếc đồng hồ.	Anh ấy bị mất đồng hồ.
Họ ôm lấy nhau để sưởi ấm.	Họ bị mắc kẹt với nhau để duy trì nhiệt độ cơ thể của chính họ
Tôi có thể nhớ hơi ấm của bàn tay cô ấy.	Tôi nhớ hơi ấm của vòng tay anh.
Anh ta đang nghĩ cái quái gì vậy?	Cô ấy đang nghĩ cái quái gì vậy?
Sau đó, nấu trên lửa nhỏ trong 30 phút là xong.	Cuối cùng, nấu trên lửa nhỏ trong ba mươi phút là xong.
Tình cũ không hoen ố.	Một ngọn lửa cũ không bao giờ chết.
Ngọn lửa đã sớm được dập tắt.	Ngọn lửa được dập tắt nhanh chóng.
Đồ chơi đó được làm bằng gỗ.	Đồ chơi được làm bằng gỗ.
Gỗ nổi trong nước.	Gỗ nổi.
Nó được làm bằng gỗ hay kim loại?	Cái này làm bằng gỗ hay kim loại?
Nông thôn có nhiều cây cối.	Rất nhiều cây mọc ở nông thôn.
Ông buộc các cành cây thành bó.	Anh ta buộc các cành cây thành bó.
Sậy có thể đổ khi lau sậy đứng vững trước bão tố.	Cành liễu không gãy dưới sức nặng của tuyết.
Tôi bị sốt 102 độ.	Tôi bị sốt 38,9 độ.
Con tàu hoang!	Tất cả các tay, bỏ tàu!
Bạn không thể rời xa tôi.	Bạn không thể bỏ rơi tôi.
Đây là những ABC.	Đây là cơ bản.
Cơn mưa ngăn cản tôi đến.	Tôi không thể đến vì trời mưa.
Tôi kết hôn vào ngày 1 tháng 6.	Tôi kết hôn vào ngày đầu tiên của tháng Sáu.
Sở thú nằm ở đâu?	Sở thú ở đâu?
Bạn có biết ai đã làm ra nó không?	Bạn có biết ai đã làm điều đó?
Nhiều thứ đã thay đổi.	Rất nhiều thứ đã thay đổi.
Trong cuộc sống có những thăng trầm.	Cuộc sống không phải là tất cả niềm vui.
Cuộc sống không dễ dàng.	Cuộc sống không phải là chiếc giường trải đầy hoa hồng.
Cuộc sống không dễ dàng.	Cuộc sống không dễ dàng.
Cuộc sống không phải toàn là hoa hồng và ánh nắng.	Cuộc sống là không dễ dàng.
Cuộc sống không phải lúc nào cũng là một cuộc dạo chơi trong công viên.	Cuộc sống không hề dễ dàng.
Tóm lại là tôi đã bị sa thải.	Tóm lại, tôi đã bị sa thải.
Tôi có thể ở lại và giúp đỡ không?	Tôi có thể ở lại và giúp bạn?
Có nơi nào chúng ta có thể nói chuyện không?	Chúng ta có thể đi đâu đó và nói chuyện không?
